"aide","enonce_groupe","enonce_site","type","unite","id"
"Les voies ferrées locales sont les voies situées entre les voies faisant partie du Réseau Ferré National (géré par SNCF Réseau) et les voies situées dans l'enceinte du site.","Êtes-vous exploitant ou intervenez-vous sur des voies ferrées locales sur lesquelles circule exclusivement du transport de marchandises ?","Êtes-vous exploitant ou intervenez-vous sur des voies ferrées locales sur lesquelles circule exclusivement du transport de marchandises ?","1","NULL","AFC39C1B307E11EA8057FA163E989830"
"NULL","De quel réseau de gaz naturel s'agit-il ?","De quel réseau de gaz naturel s'agit-il ?","2","NULL","AFD3E93B307E11EA8057FA163E989830"
"NULL","Ces agents de surveillance et de gardiennage sont-ils accompagnés de chiens ?","Ces agents de surveillance et de gardiennage sont-ils accompagnés de chiens ?","1","NULL","AFE1F996307E11EA8057FA163E989830"
"NULL","Est-ce que vous pouvez être amenés à recevoir sur vos sites des salariés détachés (salariés propres ou entreprise sous-traitante) ?","Est-ce que vous pouvez être amenés à recevoir sur votre site des salariés détachés (salariés propres ou entreprise sous-traitante) ?","1","NULL","AFFB85A8307E11EA8057FA163E989830"
"NULL","Des opérations de fumigation sont-elles réalisées par votre personnel ?","Des opérations de fumigation sont-elles réalisées par votre personnel ?\nMerci de préciser en commentaire l'utilisation et le produit concerné.","1","NULL","B0252C90307E11EA8057FA163E989830"
"NULL","Vos travailleurs interviennent-ils en milieu hyperbare ?","Vos travailleurs interviennent-ils en milieu hyperbare ?","1","NULL","B035A99D307E11EA8057FA163E989830"
"NULL","Utilisez-vous des agents pathogènes de manière intentionnelle ?","Utilisez-vous des agents pathogènes de manière intentionnelle ?","1","NULL","B03E59C0307E11EA8057FA163E989830"
"NULL","Avez-vous identifié des zones radon où les travailleurs sont susceptibles d'être exposés à un niveau de rayonnement ionisant dépassant 6 mSV/an en concentration du radon dans l'air ?","Avez-vous identifié des zones radon où les travailleurs sont susceptibles d'être exposés à un niveau de rayonnement ionisant dépassant 6 mSV/an en concentration du radon dans l'air ?","1","NULL","B0511BF9307E11EA8057FA163E989830"
"NULL","Au moins l'un de vos sites est-il raccordé à un réseau public de distribution d'électricité ?","Votre site est-il raccordé à un réseau public de distribution d'électricité ?","1","NULL","B1A59B315FC9A3002CE38BBE070EC3F5"
"NULL","Avez-vous des élévateurs de personnes dont la vitesse n'excède pas 0,15 m/s ?","Avez-vous des élévateurs de personnes dont la vitesse n'excède pas 0,15 m/s ?","1","NULL","B1D10E7BAFA4421218A51B1E1F1B0BA2"
"NULL","Comment se fait l'éclairage de secours ? (blocs autonomes, éclairage sur source centrale avec accumulateurs, …...)","Comment se fait l'éclairage de secours ? (blocs autonomes, éclairage sur source centrale avec accumulateurs, …...)","0","NULL","B3E3E393C77E35A4A3F3CBD1E429B5DC"
"NULL","Sont-ils utilisés par votre personnel ou par du personnel sous-traitant ?","Sont-ils utilisés par votre personnel ou par du personnel sous-traitant ?","2","NULL","B53B3A3D6AB90CE0268229151C9BDE11"
"NULL","NULL","La gestion de ce restaurant est-elle confiée à un prestataire ?","1","NULL","B6D767D2F8ED5D21A44B0E5886680CB9"
"NULL","Existe-t-il un système de recyclage d'air entre différents locaux, notamment entre un local à pollution spécifique et un local à pollution non spécifique ?","Existe-t-il un système de recyclage d'air entre différents locaux, notamment entre un local à pollution spécifique et un local à pollution non spécifique ?","1","NULL","B73CE398C39F506AF761D2277D853A92"
"NULL","Avez-vous des meules ? Merci de préciser en commentaire si ce sont des meules naturelles ou artificielles d'un diamètre > 51 mm et équipant les machines fixes avec une vitesse de rotation est > 2 m/s.","Avez-vous des meules ? Merci de préciser en commentaire si ce sont des meules naturelles ou artificielles d'un diamètre > 51 mm et équipant les machines fixes avec une vitesse de rotation est > 2 m/s.","1","NULL","BCBE3365E6AC95EA2C0343A2395834DD"
"NULL","Une pièce à l'intérieur des locaux, a-t-elle été mise à la disposition des fumeurs ?","Une pièce à l'intérieur des locaux, a-t-elle été mise à la disposition des fumeurs ?","1","NULL","BD4C9AB730F5513206B999EC0D90D1FB"
"NULL","Avez-vous des sauveteurs secouristes du travail ?","Avez-vous des sauveteurs secouristes du travail ?","1","NULL","BD686FD640BE98EFAAE0091FA301E613"
"NULL","Avez-vous des équipements sous pression à vapeur (chaudière, autoclave…) ? Si oui, merci de préciser lesquels.","Avez-vous des équipements sous pression à vapeur (chaudière, autoclave…) ? Si oui, merci de préciser lesquels.","1","NULL","BE83AB3ECD0DB773EB2DC1B0A17836A1"
"NULL","Avez-vous du personnel handicapé ?","Avez-vous du personnel handicapé ?","1","NULL","BF8229696F7A3BB4700CFDDEF19FA23F"
"NULL","Disposez-vous de réservoirs enterrés ? Si oui, merci de préciser en commentaire quels sont les produits stockés et quelle est la capacité de stockage.","Disposez-vous de réservoirs enterrés ? Si oui, merci de préciser en commentaire quels sont les produits stockés et quelle est la capacité de stockage.","1","NULL","C0C7C76D30BD3DCAEFC96F40275BDC0A"
"Par exemple : presses mécaniques et presses hydrauliques pour le travail à froid des métaux ; presses à mouler par injection ou compression des matières plastiques ou du caoutchouc, etc.","Possédez-vous des compacteurs autres qu'en location ?","Possédez-vous des compacteurs autres qu'en location ?","1","NULL","C0E190D8267E36708F955D7AB048990D"
"NULL","Avez-vous du personnel encadrant et/ou exécutant des travaux à proximité de réseaux ? (selon précisions apportées par le Guichet unique)","Avez-vous du personnel encadrant et/ou exécutant des travaux à proximité de réseaux, y compris sur votre site ? (selon précisions apportées par le Guichet unique)","1","NULL","C16A5320FA475530D9583C34FD356EF5"
"NULL","NULL","Dates relatives à la création du site (dates de construction des différents bâtiments, ainsi que celles des grandes modifications imposant un permis de construire)","0","NULL","C20AD4D76FE97759AA27A0C99BFF6710"
"Enseigne lumineuse = enseigne à la réalisation de laquelle participe une source lumineuse spécialement prévue à cet effet","Disposez-vous d'une ou plusieurs enseigne(s) lumineuse(s) sur au moins l'un de vos sites ?","Disposez-vous d'une ou plusieurs enseigne(s) lumineuse(s) sur votre site ?","1","NULL","C24CD76E1CE41366A4BBE8A49B02A028"
"cf contribution Ecofolio","Votre société est-elle à l'origine de la diffusion de papiers imprimés (prospectus, catalogues, publications d'entreprise, notices d'utilisation, modes d'emploi, affiches, etc.) pouvant se retrouver dans le circuit de collecte des déchets ?","Votre société est-elle à l'origine de la diffusion de papiers imprimés (prospectus, catalogues, publications d'entreprise, notices d'utilisation, modes d'emploi, affiches, etc.) pouvant se retrouver dans le circuit de collecte des déchets ?","1","NULL","C45147DEE729311EF5B5C3003946C48F"
"Si vous n'êtes pas propriétaire de tous les bâtiments, merci de le préciser en commentaire.","Etes-vous propriétaire des bâtiments ?","Etes-vous propriétaire des bâtiments ?","1","NULL","C51CE410C124A10E0DB5E4B97FC2AF39"
"Ex.: Eclairage des parkings et voies de circulation, illumination de façades de bâtiments, éclairage intérieur des bâtiments émis vers l'extérieur…","Listez les autres installations lumineuses présentes sur vos sites.","Listez les autres installations lumineuses présentes sur votre site.","0","NULL","C52F1BD66CC19D05628BD8BF27AF3AD6"
"Par exemple : badges, cartes, ..., accès à la restauration, ...","Avez-vous des systèmes de contrôle d'accès aux locaux ?","Avez-vous un système de contrôle d'accès aux locaux ?","1","NULL","C541BBF314EA11E9B4A4FA163E3BC92C"
"NULL","L'un de ces systèmes est-il biométrique ?","Ce système est-il biométrique ?","1","NULL","C544C9F714EA11E9B4A4FA163E3BC92C"
"NULL","Avez-vous des systèmes de vidéoprotection ?","Avez-vous un système de vidéoprotection ?","1","NULL","C54F215714EA11E9B4A4FA163E3BC92C"
"NULL","Ces systèmes filment :","Ce système filme :","2","NULL","C54F66C414EA11E9B4A4FA163E3BC92C"
"NULL","Avez-vous des systèmes de géolocalisation des véhicules utilisés par les salariés ?","Avez-vous un système de géolocalisation des véhicules utilisés par les salariés ?","1","NULL","C54FCF0D14EA11E9B4A4FA163E3BC92C"
"NULL","Avez-vous des systèmes de télésurveillance (alarme ou vidéosurveillance) ?","Avez-vous un système de télésurveillance (alarme ou vidéosurveillance) ?","1","NULL","C55016D214EA11E9B4A4FA163E3BC92C"
"NULL","Avez-vous du personnel interne qui effectue la surveillance et/ou le gardiennage ?","Avez-vous du personnel interne qui effectue la surveillance et/ou le gardiennage ?","1","NULL","C550560A14EA11E9B4A4FA163E3BC92C"
"NULL","Faites-vous appel à des entreprises extérieures de sécurité privée pour la surveillance et/ou le gardiennage ?","Faites-vous appel à une entreprise extérieure de sécurité privée pour la surveillance et/ou le gardiennage ?","1","NULL","C5816E7414EA11E9B4A4FA163E3BC92C"
"NULL","Etes-vous exploitant :","Etes-vous exploitant :","2","NULL","C581A7F814EA11E9B4A4FA163E3BC92C"
"Les zones d'accès restreint sont créées par arrêté préfectoral, notamment dans les installations portuaires accueillant des navires porte-conteneurs, des navires pétroliers, gaziers ou transportant des marchandises dangereuses ou des navires à passagers.","Avez-vous des zones d'accès restreint ?","Avez-vous des zones d'accès restreint ?","1","NULL","C581E4D414EA11E9B4A4FA163E3BC92C"
"NULL","Etes-vous un opérateur d'importance vitale ?","Etes-vous un opérateur d'importance vitale ?","1","NULL","C5838F5B14EA11E9B4A4FA163E3BC92C"
"NULL","NULL","Si vous avez des systèmes de management certifiés, quels sont-ils ?\nMerci de préciser en commentaire le(s) référentiel(s) concerné(s).","2","NULL","C74D97B01EAE257E44AA9D5BADE97BAF"
"NULL","NULL","Avez-vous un schéma de maîtrise des émissions (SME) ?","1","NULL","C7E1249FFC03EB9DED908C236BD1996D"
"Exemple : pyralène, Ugilec T, etc.","Avez-vous actuellement des appareils contenant des PCB/PCT ? Si oui, merci de préciser leur date de mise en service respective.","Avez-vous actuellement des appareils contenant des PCB/PCT ? Si oui, merci de préciser leur date de mise en service respective.","1","NULL","C8FFE9A587B126F152ED3D89A146B445"
"NULL","Certains déchets sont-ils traités ou valorisés hors de France ? Si oui, merci de préciser dans quel pays.","Certains déchets sont-ils traités ou valorisés hors de France ? Si oui, merci de préciser dans quel pays.","1","NULL","C9E1074F5B3F9FC8EA15D152ADD07294"
"NULL","NULL","Principaux équipements sur le site ou principaux ateliers","0","NULL","C9F0F895FB98AB9159F51FD0297E236D"
"NULL","Des chariots élévateurs ou autres engins spéciaux (engins du BTP type chargeur, tractopelle"" ...) sont-ils amenés à circuler sur des routes en dehors du site (et pas simplement une traversée) ?","Des chariots élévateurs ou autres engins spéciaux (engins du BTP type chargeur, tractopelle"" ...) sont-ils amenés à circuler sur des routes en dehors du site (et pas simplement une traversée) ?","1","NULL","CA46C1B9512A7A8315FA3C5A946E8265"
"Exemple : lasers, lampes UV, soudures à l'arc…","Avez-vous des sources de rayonnements optiques artificiels ?","Avez-vous des sources de rayonnements optiques artificiels ?","1","NULL","CB70AB375662576BD1AC5AAF16B3FCA4"
"NULL","Utilisez-vous de l'hydrogène, du gaz naturel liquéfié (GNL), et/ou du Gaz naturel comprimé (GNC) comme carburants alternatifs ?","Utilisez-vous de l'hydrogène, du gaz naturel liquéfié (GNL), et/ou du Gaz naturel comprimé (GNC) comme carburants alternatifs ?","2","NULL","CBDE7B28282911E8B52C001851D17886"
"NULL","NULL","Y a-t-il un Comité d'hygiène, de la sécurité et des conditions de travail (CHSCT) ou un Comité social et économique (CSE) pour l'établissement ?","1","NULL","CEDEBB6E872F539BEF8C3F919874E9D7"
"NULL","Avez-vous des équipements sous pression contenant de l'air comprimé ou des gaz combustibles ?","Avez-vous des équipements sous pression contenant de l'air comprimé ou des gaz combustibles ?","1","NULL","CFA0860E83A4C3A763A7E62D825349F7"
"NULL","Avez-vous une infirmerie ou un local d'accueil pour le médecin du travail ?","Avez-vous une infirmerie ou un local d'accueil pour le médecin du travail ?","1","NULL","CFECDB276F634854F3EF915E2E980C31"
"NULL","Disposez-vous d'une autorisation de déversement dans le réseau collectif sur au moins l'un de vos sites ?","Disposez-vous d'une autorisation de déversement dans le réseau collectif ?","1","NULL","D09BF41544A3365A46C9077EBB5E35C3"
"Engins de BTP, chariots élévateurs en porte-à-faux à moteur à combustion interne, compacteur de déchets ou de remblais à godets, coupe-gazon, tondeuses ou coupe-bordures, groupes électrogènes de puissance, etc.","Utilisez-vous des engins de manière récurrente à l'extérieur des bâtiments des sites ?","Utilisez-vous des engins de manière récurrente à l'extérieur des bâtiments du site ?","1","NULL","D1F491A404D6854880943E5C3CD9CA25"
"NULL","Avez-vous un cours d'eau qui borde ou traverse au moins l'un de vos sites ?","Avez-vous un cours d'eau qui borde ou traverse votre site ?","1","NULL","D1FE173D08E959397ADF34B1D77E88D7"
"NULL","Où sont déversées vos eaux pluviales ?","Où sont déversées vos eaux pluviales ?","0","NULL","D2DDEA18F00665CE8623E36BD4E3C7C5"
"NULL","Avez-vous des plate-formes individuelles roulantes ?","Avez-vous des plate-formes individuelles roulantes ?","1","NULL","D395771085AAB05244A4FB8FD91BF4EE"
"NULL","Avez-vous des salariés relevant du Régime général ?","Avez-vous des salariés relevant du Régime général ?","1","NULL","D3D9446802A44259755D38E6D163E820"
"Puissance thermique fixée et garantie par le constructeur, exprimée en PCI susceptible d'être consommée en marche continue, exprimée en MW","Exploitez-vous au moins une chaudière de puissance thermique nominale comprise entre 1 MW et 20 MW ?","Exploitez-vous au moins une chaudière de puissance thermique nominale comprise entre 1 MW et 20 MW ?\n Si oui, merci de préciser en commentaire les chaudières concernées et leur puissance respective.","1","NULL","D645920E395FEDAD7BBBED0ECA3FE2E0"
"Puissance thermique fixée et garantie par le constructeur, exprimée en PCI susceptible d'être consommée en marche continue, exprimée en MW","Exploitez-vous au moins une chaudière de puissance thermique nominale supérieure à 20 MW ?","Exploitez-vous au moins une chaudière de puissance thermique nominale supérieure à 20MW ? Si oui, merci de préciser en commentaire les chaudières concernées et leur puissance respective.","1","NULL","D67D8AB4F4C10BF22AA353E27879133C"
"NULL","Au moins l'un de vos sites est-il considéré comme un consommateur électro-intensif ?","Etes-vous considéré comme un consommateur électro-intensif ?","1","NULL","D6BAF65E0B240CE177CF70DA146C8DC8"
"Un produit explosif est un produit figurant dans la classe 1 des recommandations des Nations unies relatives au transport des marchandises dangereuses\nPar exemple pyrotechnie.","Un de vos sites détient-il des produits explosifs ?","Détenez-vous des produits explosifs ?","1","NULL","D82C8D1619AD8176D665453CFB2E55F0"
"NULL","De quel type d'installations s'agit-il ?","De quel type d'installations s'agit-il ?","2","NULL","D947BF06A885DB0D477D707121934FF8"
"NULL","Préciser leurs caractéristiques","Préciser leurs caractéristiques","0","NULL","D96409BF894217686BA124D7356686C9"
"NULL","Disposez-vous de chaudières destinées UNIQUEMENT au chauffage et à l'alimentation en eau chaude sanitaire des bâtiments d'habitation, de bureaux ou recevant du public ?","Disposez-vous de chaudières destinées UNIQUEMENT au chauffage et à l'alimentation en eau chaude sanitaire des bâtiments d'habitation, de bureaux ou recevant du public ?","1","NULL","D9D4F495E875A2E075A1A4A6E1B9770F"
"Les sous-produits animaux sont définis comme les cadavres entiers (ou parties) d'animaux ou les produits d'origine animale non destinés à la consommation humaine. Il existe 3 catégories de sous produits animaux :\n- catégorie 1 : animaux ou parties d'animaux susceptibles de présenter un risque d'encéphalopathie spongiforme transmissible (EST) ;\n- catégorie 2 : animaux ou parties d'animaux présentant un risque microbiologique autre qu'une EST ;\n- catégorie 3 : sous-produits d'animaux qui, soit sont propres à la consommation humaine mais n'y sont pas destinés, soit sont impropres à la consommation humaine mais exemptes de maladies transmissibles, soit sont avariées.","Votre activité génère t-elle des sous produits animaux ?","Votre activité génère t-elle des sous produits animaux ?","1","NULL","DA4FB5C6E93E74D3DF8527599FA62642"
"NULL","Avez-vous fait appel à un crédit-bail pour financer des installations ou matériels destinés à économiser l'énergie ou à y substituer une énergie renouvelable (Crédit-bail SOFERGIE) ?","Avez-vous fait appel à un crédit-bail pour financer des installations ou matériels destinés à économiser l'énergie ou à y substituer une énergie renouvelable (Crédit-bail SOFERGIE) ?","1","NULL","DB8E1AF0CB3ACA1AE2D0018624204529"
"Par exemple, risque volcanique, risque de mouvements de terrain, risque d'avalanche, risque cyclonique,  etc.","NULL","Le site est-il localisé sur une zone soumise à d'autres risques naturels ?","1","NULL","E00DA03B685A0DD18FB6A08AF0923DE0"
"NULL","Êtes-vous propriétaire de bouteilles de gaz transportables ? Si oui, merci de préciser la nature du gaz (propane, acétylène, argon, azote...)","Êtes-vous propriétaire de bouteilles de gaz transportables ? Si oui, merci de préciser la nature du gaz (propane, acétylène, argon, azote...)","1","NULL","E165421110BA03099A1C0393373C5B43"
"NULL","Fabriquez-vous, utilisez-vous ou détenez-vous des micro-organismes et toxines hautement pathogènes (MOT) soumis à autorisation auprès de l'Agence nationale de sécurité du médicament et des produits de santé (ANSM)  ?","Fabriquez-vous, utilisez-vous ou détenez-vous des micro-organismes et toxines hautement pathogènes (MOT) soumis à autorisation auprès de l'Agence nationale de sécurité du médicament et des produits de santé (ANSM)  ?","1","NULL","E2C0BE24560D78C5E599C2A9C9D0BBD2"
"NULL","NULL","Quelle est votre consommation d'eau annuelle (m3) ?","4","m³","E2C420D928D4BF8CE0FF2EC19B371514"
"NULL","Est-ce qu'au moins l'un de vos sites produit plus de 1 100 litres de déchets d'emballages par semaine ?","Produisez-vous plus de 1 100 litres de déchets d'emballages par semaine ?","1","NULL","E2EF524FBF3D9FE611D5A8E90FEFDC9C"
"Chaudières, Groupe électrogène, Aérothermes Gaz, Panneaux radiants, Make-up ou générateurs d'air chaud……","Quel(s) type(s) d'appareils de combustion sont présents sur vos sites ?","Quel(s) type(s) d'appareils de combustion sont présents sur votre site ?","0","NULL","E369853DF766FA44E1ED0FF613F563BD"
"NULL","Au moins l'un de vos sites consomme-t-il l'électricité qu'il produit ou envisage-t-il de le faire ?","Consommez-vous l'électricité que vous produisez ou envisagez-vous de le faire ?","1","NULL","E3796AE838835DA0B6F6EA37BCF8BCB7"
"NULL","Certaines de vos activités s'exercent-elles dans des lieux souterrains ? Si oui, merci de préciser lesquelles.","Certaines de vos activités s'exercent-elles dans des lieux souterrains ? Si oui, merci de préciser lesquelles.","1","NULL","E4A6222CDB5B34375400904F03D8E6A5"
"NULL","Au moins l'un de vos sites est-il raccordé à un réseau de gaz naturel ?","Votre site est-il raccordé à un réseau de gaz naturel ?","1","NULL","E56954B4F6347E897F954495EAB16A88"
"NULL","Avez-vous des télétravailleurs ?","Avez-vous des télétravailleurs ?","1","NULL","E93B8E1EE04811E7AF32001851D17886"
"NULL","Avez-vous du personnel qui monte sur des échafaudages ?","Avez-vous du personnel qui monte sur des échafaudages ?","1","NULL","E96ED478DAB8595A7DBDA4CBCBEE168F"
"NULL","Êtes-vous concerné par au moins une rubrique 3000 de la nomenclature des ICPE ? \nMerci d'indiquer en commentaire la(les) rubrique(s) 3000 retenue(s) comme ""principale(s)"".","Êtes-vous concerné par au moins une rubrique 3000 de la nomenclature des ICPE ?\nMerci d'indiquer en commentaire la rubrique 3000 retenue comme ""principale"".","1","NULL","EA5D2F1C4608232E07D3AA3D998E5135"
"NULL","Disposez-vous de défibrillateurs automatiques ?","Disposez-vous de défibrillateurs automatiques sur le site ?","1","NULL","EAE27D77CA20DB309E056E3D2DCD7D69"
"NULL","Quelle est la quantité de papiers imprimés diffusés en tonnes sur une année civile ?","Quelle est la quantité de papiers imprimés diffusés en tonnes sur une année civile ?","4","t","EB160DE1DE89D9058FCB0B968DBBBD68"
"NULL","Avez-vous des équipements de levage de charge susceptibles d'être utilisés pour le levage de personnes ?","Avez-vous des équipements de levage de charge susceptibles d'être utilisés pour le levage de personnes ?","1","NULL","EB163727917CBBA1EEA208541A643E74"
"NULL","Détenez-vous des transformateurs électriques dits ""secs"" ou contenant des huiles ?","Détenez-vous des transformateurs électriques dits ""secs"" ou contenant des huiles ?","1","NULL","EC5DECCA5ED3D6B8079E2E7E7BACC9F2"
"NULL","Produisez-vous des véhicules hors d'usage (VHU) ?","Produisez-vous des véhicules hors d'usage (VHU) ?","1","NULL","EC8956637A99787BD197EACD77ACCE5E"
"NULL","Avez-vous un compresseur avec une pression de sortie > 10 bars ?","Avez-vous un compresseur avec une pression de sortie > 10 bars ?","1","NULL","EC8CE6ABB3E952A85B8551BA726A1227"
"NULL","Activité générale du groupe","Activité générale du site","0","NULL","ECCBC87E4B5CE2FE28308FD9F2A7BAF3"
"NULL","Faîtes-vous de la conception ou fabrication d'emballages ?","Faites-vous de la conception ou fabrication d'emballages ?","1","NULL","ED3D2C21991E3BEF5E069713AF9FA6CA"
"NULL","Au moins l'un de vos sites est-il alimenté par un réseau de chaleur ou de froid ?","Votre site est-il alimenté par un réseau de chaleur ou de froid ?","1","NULL","EDA80A3D5B344BC40F3BC04F65B7A357"
"NULL","Êtes-vous propriétaire de véhicules utilitaires (voitures de société, camionnettes, fourgons...) ou de voitures particulières dont le PTAC < 3,5 tonnes ?","Êtes-vous propriétaire de véhicules utilitaires (voitures de société, camionnettes, fourgons...) ou de voitures particulières dont le PTAC < 3,5 tonnes ?","1","NULL","EECCA5B6365D9607EE5A9D336962C534"
"Est annexée à l'article R. 214-1 du code de l'environnement une nomenclature des Installations, Ouvrages, Travaux et Activités (IOTA) soumis à autorisation ou déclaration en fonction de leur impact sur l'eau.\n\nExemples : sondage, forage, digue, station d'épuration, épandage d'effluents...","Avez-vous des activités relevant du régime de Déclaration, au titre de la loi sur l'eau (IOTA) ?","Avez-vous des activités relevant du régime de Déclaration, au titre de la loi sur l'eau (IOTA) ? Merci de préciser en commentaire le numéro des rubriques à Déclaration.","1","NULL","F033AB37C30201F73F142449D037028D"
"Les déchets inertes sont des déchets minéraux non pollués. Ils ne se décomposent pas, ne brûlent pas et ne produisent aucune réaction physique ou chimique. \nExemples : béton, briques, tuiles, céramiques...","Produisez-vous des déchets inertes ?","Produisez-vous des déchets inertes ?","1","NULL","F0935E4CD5920AA6C7C996A5EE53A70F"
"NULL","Etes-vous concerné par une redevance/taxe gérée par les Voies Navigables de France (VNF) ?","Etes-vous concerné par une redevance/taxe gérée par les Voies Navigables de France (VNF) ?","1","NULL","F2217062E9A397A1DCA429E7D70BC6CA"
"NULL","Avez-vous des détecteurs de fumées ou pointes à dispositif d'amorçage -PDA- (paratonnerre) contenant des sources ionisantes ?","Avez-vous des détecteurs de fumées ou pointes à dispositif d'amorçage -PDA- (paratonnerre) contenant des sources ionisantes ?","1","NULL","F340F1B1F65B6DF5B5E3F94D95B11DAF"
"NULL","Utilisez-vous des produits cancérigènes, mutagènes ou repro-toxiques (CMR) de catégorie 1A et 1B (anciennement 1 et 2) ou des procédés cancérogènes (ex. : utilisation de formaldéhyde, poussières de bois, etc.) ?","Utilisez-vous des produits cancérigènes, mutagènes ou repro-toxiques (CMR) de catégorie 1A et 1B (anciennement 1 et 2) ou des procédés cancérogènes (ex. : utilisation de formaldéhyde, poussières de bois, etc.) ?","1","NULL","F457C545A9DED88F18ECEE47145A72C0"
"Ex. : entrepôts frigorifiques, salles informatiques, salles blanches, laboratoires, etc.","Possédez-vous des systèmes de climatisation et/ou des pompes à chaleur réversibles, d'une puissance frigorifique nominale supérieure à 12 kW ?","Possédez-vous des systèmes de climatisation et/ou des pompes à chaleur réversibles, d'une puissance frigorifique nominale supérieure à 12 kW ?","1","NULL","F4B9EC30AD9F68F89B29639786CB62EF"
"NULL","Avez-vous un comité social et économique central ?","NULL","1","NULL","F5532263E04811E7AF32001851D17886"
"NULL","NULL","Des chaudières alimentent-elles le même circuit/réseau ?","1","NULL","F7177163C833DFF4B38FC8D2872F1EC6"
"NULL","Avez-vous des compresseurs ?","Avez-vous des compresseurs ?","1","NULL","F718499C1C8CEF6730F9FD03C8125CAB"
"NULL","Au moins l'un de vos sites est-il considéré comme un consommateur gazo-intensif ?","Etes-vous considéré comme un consommateur gazo-intensif ?","1","NULL","F7664060CC52BC6F3D620BCEDC94A4B6"
"NULL","Avez-vous des intérimaires ? Du personnel temporaire (en CDD) ?","Avez-vous des intérimaires ? Du personnel temporaire (en CDD) ?","1","NULL","F7E6C85504CE6E82442C770F7C8606F0"
"NULL","NULL","Quelle est la quantité mensuelle de déchets d'activité de soins produite ? (infirmerie…)","3","NULL","F899139DF5E1059396431415E770C6DD"
"NULL","Avez-vous des chambres froides (Température < ou égale à 0 °c) ou climatisées (Température > à 0°C) ?","Avez-vous des chambres froides (Température < ou égale à 0 °c) ou climatisées (Température > à 0°C) ?","2","NULL","FA7CDFAD1A5AAF8370EBEDA47A1FF1C3"
"NULL","Existe-t-il une station de traitement des eaux usées et/ou industrielles sur l'un de vos sites ?","Existe-t-il une station de traitement des eaux usées et/ou industrielles sur le site ?","1","NULL","FBD7939D674997CDB4692D34DE8633C4"
"NULL","Votre entreprise est-elle soumise à l'obligation de conclure un accord ou d'élaborer un plan d'actions relatif de la prévention de la pénibilité ? \n (Obligation en fonction du pourcentage de salariés exposés ou de l'indice de sinistralité au niveau de l'entreprise)","Votre entreprise est-elle soumise à l'obligation de conclure un accord ou d'élaborer un plan d'actions relatif de la prévention de la pénibilité ? \n (Obligation en fonction du pourcentage de salariés exposés ou de l'indice de sinistralité au niveau de l'entreprise)","1","NULL","FC221309746013AC554571FBD180E1C8"
"NULL","Quelle(s) autre(s) rubrique(s) ICPE 3000 concern(ent) au moins l'un de vos sites ?","Quelle(s) autre(s) rubrique(s) ICPE 3000 concern(ent) votre site ?","0","NULL","FC490CA45C00B1249BBE3554A4FDF6FB"
"NULL","De quelle convention collective relève votre entreprise ?","De quelle convention collective relève votre entreprise ?","0","NULL","FD86425BAD0511E7B3CE001851D17886"
"NULL","Quelles sont les technologies utilisées pour l'éclairage des locaux (LED ….)","Quelles sont les technologies utilisées pour l'éclairage des locaux (LED ….)","0","NULL","FE131D7F5A6B38B23CC967316C13DAE2"
"NULL","Quels sont vos principaux polluants atmosphériques ?","Quels sont vos principaux polluants atmosphériques ?","0","NULL","FE9FC289C3FF0AF142B6D3BEAD98A923"
